Year,pompadour hairstyle,ducktail haircut,pixie cut,beehive hairstyle,mop-top,bouffant hairstyle,crew cut,afro hairstyle,shag haircut,feathered hair,cornrows,mullet haircut,jheri curl,perm hairstyle,hi-top fade,rattail haircut,mohawk hairstyle,dreadlocks,bowl cut,frosted tips,buzz cut,faux hawk,emo hair,undercut hairstyle,man bun,curtain bangs,wolf cut
2007,1.009744510227506,0.8077956081820048,8.077956081820048,0.8414537400192046,5.051592477656186,1.5482748416673076,124.03027938034938,0.8751118718564044,2.187779735152162,6.832604260154085,55.70882066763261,1.6829074800384092,0.740479288996454,0.0,0.07433473281359682,0.0,0.0673162983688691,191.5366141247432,8.077956081820048,0.8751118718564044,48.46773649092029,1.3463259396218064,0.03365814918443455,0.0,0.0,0.0,0.3365814849054516
2008,1.1596784643685965,0.8946090535033591,9.078625851088873,0.9277427714948772,7.9646556017110015,2.02115391090274,124.28439788436663,1.1265447463770784,1.6898171750767688,5.665857560899212,52.065892930386326,1.6566834570852507,0.7289407411015247,0.0,0.1097964774654514,0.03313366941926077,0.298203017834453,194.07326590226148,6.924937068220061,0.7289407411015247,49.99870739652579,0.49700504822780545,0.13253467767704308,0.03313366941926077,0.0,0.06626733883852154,0.4307376955114961
2009,0.9948133428139272,1.4750679566688518,10.942946104819384,1.2692445983120137,7.133149182436682,2.1268422578657464,157.45493442409497,0.5831664040556461,2.4012734023415305,8.09572231474931,57.74968769856059,1.9896266856278544,0.8575976595537327,0.06860781387452164,0.11379043540760136,0.06860781387452164,0.06860781387452164,245.87748725934944,10.085348556287954,1.0977250219923462,64.0453947653441,1.2692445983120137,0.5145586179367001,0.06860781387452164,0.0,0.06860781387452164,0.8919015526132057
2010,0.7152539116539458,1.2159315776472113,13.339485072094703,1.0013554430088334,5.372528200098259,1.3589823710802307,152.2775505691243,1.2874570298748722,1.5377958906270806,9.083724883396371,54.10098324887258,2.467625881408253,1.788134751379289,0.17881347791348645,0.11870991689644228,0.0357626948888079,0.17881347791348645,256.6415275850886,11.050672377166393,1.2159315776472113,63.08539468591334,1.8954229297207803,0.25033886075220835,0.0,0.10728808119697675,0.0,0.5722031182209264
2011,0.9509523168915734,1.1974954361448908,18.138534230160985,1.6201409103189235,6.777872929575324,2.535872845044196,172.22802739524923,1.021393192246478,3.169841056305245,8.910775228798684,56.48227485721691,3.240281820637847,0.8805113860255176,0.03522045502468707,0.3124188130421146,0.03522045502468707,0.21132273708701632,267.9667261418217,13.595095715857042,1.901904633783147,78.61205375547797,1.7258022788624316,0.3522045433079768,0.0,0.10566136854350816,0.03522045502468707,0.9157318237029699
2012,1.1327613291811645,0.9669913758614257,20.47258895743198,1.2156462503298826,5.953354698107205,2.0997525940202877,151.0164224782784,0.9117347432585632,1.9063544076658445,7.542532820536962,48.20765298063634,2.0721244720078857,1.0498762970101438,0.027628324975048635,0.12242151736785445,0.22102659980038908,0.22102659980038908,241.96756953642762,11.161843005424998,1.6576995331973876,72.19281172865522,2.3207793464763427,0.6907081018248107,0.0,0.19339826962117002,0.0,0.4973098599592163
2013,0.7093411413805484,0.7911882260458469,23.29912796028566,1.1731411397875036,8.511210403128189,1.9916117643958842,137.85772523533524,1.4459646813236304,1.2277058258902684,6.929717244474887,47.85764673442827,1.7460705103999885,1.14585874122497,0.19097645687082832,0.21124690885443442,0.05456470344999964,0.27282351378055125,240.4631800345669,9.603387418621878,1.7187881118374548,79.14610478110262,1.8824821701457495,0.5456470275611025,0.02728235172499982,0.10912940689999928,0.05456470344999964,0.7639058274833133
2014,1.5124486107964685,1.0803204997245075,39.015002784026365,1.6667801583380992,6.206884783921396,2.2841062374823196,169.0855810920766,1.605047539321447,2.0371757614157104,8.982093291365345,56.28442067973083,2.438437674001648,1.1729193172271835,0.0,0.34309116658803873,0.0925989007694028,0.4629944760914384,292.5360149674816,14.229363465290135,1.8828443248963822,113.86578080418985,4.5373460544340105,0.7407912061552224,0.06173259819997057,0.5247270951080907,0.0,0.9877215711995291
2015,1.2789163061910358,1.0302381170390618,44.08708775827108,1.7052217415880477,4.448101442733332,2.3802053661370337,153.32786063027015,1.2433909457598702,2.3091544232300976,9.911601317469376,57.4889078563956,1.5275944953430098,1.136814531399466,0.03552545410623331,0.1971830893010562,0.0,0.3907799916991195,313.7219835025462,14.707538298353029,2.699934498195944,111.58545021316968,5.613021603068091,0.8526108707940239,0.03552545410623331,3.7301726152350057,0.0,1.349967249097972
2016,1.3897650807948025,1.2472251009754132,43.75978335247055,0.9977800807803305,7.903460108593663,2.351910222131437,132.49093910872034,1.0334150202240266,1.2115900505094146,8.980020282933765,51.166480830033834,1.7461151413655784,0.4632550176797423,0.10690500568122374,0.15790281582273025,0.03563500189374125,0.8552400454497899,272.9503307818959,13.184950908851079,3.4209601817991597,99.42165490883781,3.563500161618549,0.6414300202095546,0.21381001136244748,12.436615293154318,0.0,1.532305060614192
2017,0.7606687502104137,0.6915170658317038,49.3743179674766,1.7287926645792595,4.473540649030383,2.0745511974951114,118.18026734999876,1.1410031808267718,1.5559133981213336,6.569412125401186,47.7905075513263,1.5559133981213336,0.8298204345891236,0.0691517051953916,0.30688873664530547,0.0345758525976958,0.5186377993737779,256.1193070960144,17.184198952691077,3.3538576360570005,105.69838337914916,5.151802096037272,0.6223653259418427,0.4840619571844229,24.894614369941337,0.0,1.8670960333366793
2018,0.9763546637842069,0.6509031091894713,46.14179616169167,1.0848384413009171,5.246028500494049,1.4826125882549945,104.68691158393995,1.120999737480588,1.120999737480588,7.59386953319563,49.913300159687424,1.1933223298399298,1.1933223298399298,0.07232256460376618,0.28047855704649294,0.10848384690564927,0.25312896223539383,227.40393035292072,13.59664203448574,2.278160771140847,91.30723555017539,3.5076443971604476,0.3254515545947356,0.5062579244707877,25.855316110323656,0.03616128230188309,1.6634189581310466
