date,pompadour hairstyle,ducktail haircut,pixie cut,beehive hairstyle,mop-top,bouffant hairstyle,crew cut,quiff haircut,afro hairstyle,shag haircut,feathered hair,cornrows,mullet haircut,jheri curl,perm hairstyle,hi-top fade,rattail haircut,mohawk hairstyle,dreadlocks,bowl cut,frosted tips,buzz cut,caesar cut,faux hawk,emo hair,undercut hairstyle,man bun,curtain bangs,wolf cut,french crop,edgar haircut,broccoli haircut
2024-01-01,39,28,63,19,0,7,48,78,57,63,68,48,77,35,39,0,42,36,43,41,57,76,40,23,10,24,11,52,72,56,57,33
2024-02-01,35,18,62,21,0,8,47,66,50,73,70,49,89,43,32,0,0,28,44,55,60,80,38,24,10,21,12,51,71,55,64,54
2024-03-01,36,17,62,43,0,8,49,77,49,66,66,58,93,46,36,0,0,31,43,41,57,88,39,23,10,22,12,51,78,65,62,41
2024-04-01,41,16,71,21,0,9,66,87,45,65,58,54,100,35,35,0,0,30,41,42,56,84,42,24,9,24,12,50,72,76,54,35
2024-05-01,38,18,62,18,0,8,57,76,46,81,54,56,96,47,34,0,0,32,36,37,65,95,43,25,9,23,11,46,66,75,57,32
2024-06-01,36,15,61,15,0,7,56,68,45,63,56,67,89,46,30,0,0,28,39,35,61,100,42,24,8,22,11,44,63,76,68,41
2024-07-01,35,26,58,13,0,8,54,72,54,62,51,58,86,36,28,0,0,29,41,31,62,88,39,24,8,22,12,43,60,77,45,48
2024-08-01,38,25,66,15,0,8,57,77,46,67,55,58,92,40,31,0,0,29,39,33,63,82,45,29,8,23,11,47,62,69,56,100
2024-09-01,37,26,61,18,0,11,52,71,42,62,53,50,88,36,30,0,0,26,35,34,70,75,46,22,9,20,10,43,60,71,47,52
2024-10-01,36,24,60,18,0,8,51,71,48,69,51,48,85,40,30,0,0,29,36,42,68,79,65,30,9,18,10,40,59,63,44,42
2024-11-01,34,25,64,19,0,8,52,69,47,61,49,49,80,36,34,0,0,23,35,36,71,71,53,22,9,16,10,40,61,61,43,44
2024-12-01,38,23,61,18,0,7,54,70,49,62,57,51,89,38,38,0,0,28,37,42,67,73,62,22,9,19,11,45,61,63,43,41
2025-01-01,42,23,71,16,0,9,51,69,39,68,57,48,83,37,32,0,0,26,35,42,71,75,66,21,9,17,11,48,65,55,39,38
2025-02-01,40,27,69,15,0,9,53,68,48,68,61,52,85,33,30,0,90,26,33,50,74,73,75,21,9,15,11,43,60,58,39,47
2025-03-01,44,19,69,16,0,8,61,79,41,75,55,51,93,37,31,0,45,28,34,40,71,81,82,24,9,19,11,43,63,58,39,40
2025-04-01,45,21,69,18,0,8,65,69,43,70,53,53,86,47,34,0,63,26,34,37,65,82,80,25,9,16,11,41,63,52,34,36
2025-05-01,38,19,75,18,0,9,75,81,48,75,58,54,91,53,32,0,0,26,32,41,78,94,97,26,9,18,11,43,64,57,36,38
2025-06-01,39,26,76,14,0,6,74,78,42,71,54,55,84,51,26,0,0,25,34,41,76,96,92,26,9,17,10,42,65,55,28,39
2025-07-01,38,28,76,15,0,6,72,86,49,85,53,56,82,43,40,0,0,24,35,40,72,94,97,25,10,19,11,49,66,55,27,38
2025-08-01,49,24,84,17,47,11,82,100,56,92,61,58,89,38,81,0,53,32,39,50,80,77,100,24,11,26,12,58,71,53,41,42
2025-09-01,50,25,70,19,48,8,76,83,47,75,56,43,80,69,49,0,0,24,36,49,68,62,90,20,10,21,11,43,61,47,32,30
2025-10-01,46,21,75,17,43,9,69,82,45,78,56,43,84,37,36,0,0,23,35,45,68,68,73,19,11,19,10,40,68,45,29,34
2025-11-01,36,27,67,16,41,8,66,79,48,79,58,45,80,37,38,0,0,25,40,47,72,63,77,18,9,15,11,40,64,44,26,36
2025-12-01,31,22,77,14,29,13,68,86,63,77,63,47,90,35,55,0,0,29,40,63,77,66,75,17,10,14,11,45,72,46,25,33
2026-01-01,37,26,76,21,46,8,65,81,56,87,67,47,87,30,49,3,100,24,36,65,73,64,71,18,11,13,11,48,74,49,25,33
2026-02-01,34,18,77,24,52,11,83,71,60,80,70,43,84,32,48,0,43,24,39,100,100,66,74,19,11,13,12,42,72,52,24,37
2026-03-01,36,17,81,15,51,9,73,98,47,86,62,47,97,37,46,0,0,23,35,61,88,70,73,20,11,13,12,47,74,49,25,37
2026-04-01,42,17,90,21,73,13,100,80,50,81,85,48,88,46,40,4,53,22,40,77,96,72,80,24,11,14,12,45,67,47,30,37
2026-05-01,100,21,88,100,9,100,91,79,55,82,74,49,83,70,43,4,13,23,38,65,92,74,78,22,11,12,12,45,73,50,30,47
2026-06-01,35,100,81,17,27,10,71,63,50,79,63,45,74,50,26,0,40,20,29,43,98,76,65,19,9,12,10,41,69,44,22,33
